image_path,tree_lat,tree_lng,lat_offset,lng_offset,gpt_species,gpt_common_name,gpt_description,address
https://treeinventory-images.s3.amazonaws.com/8DhwkOKHgXmEsbl-SgY9EA_view2_tree0_box0.jpg,30.71145647,76.80060024,0,0,Pentaclethra macroloba,Gurjan,"A large tree native to tropical regions, known for its strong hardwood and broad, dark green leaves.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/1Y-z-a2CDuYIzGw1YTHzqQ_view0_tree0_box0.jpg,30.71146783,76.80035517,0,0,Ficus carica,Common Fig,A deciduous tree known for its lush green foliage and sweet edible fruit. It typically grows to 10-15 feet in height and can be found in warm climates.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/jQ7KvFNK-pkrBJwiAnY3zg_view0_tree0_box0.jpg,30.7116061,76.80021209,0,0,Ficus carica,Common Fig,"The Common Fig is a deciduous tree known for its broad lobed leaves and edible fruit, typically found in temperate and Mediterranean climates.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/pPbpw5Z48AawvpLvcQvNOQ_view0_tree0_box0.jpg,30.7116759,76.80014164,0,0,Ficus carica,Common Fig,"A deciduous tree known for its broad leaves and sweet fruit, the common fig thrives in warmer climates and is often used in landscaping.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_f8jz6qGSOBu5JxX-xQz1A_view1_tree0_box0.jpg,30.71179371,76.79999499,0,0,Ficus carica,Fig tree,A deciduous tree known for its broad leaves and sweet edible fruits.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/LN3vBm1TP1RSGuW3W0C3Zg_view2_tree0_box0.jpg,30.71182661,76.80019305,0,0,Albizia lebbeck,Siris Tree,"A medium to large deciduous tree, known for its feathery foliage and fragrant yellow flowers, commonly found in tropical and subtropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_f8jz6qGSOBu5JxX-xQz1A_view0_tree0_box0.jpg,30.71182758,76.79997746,0,0,Melia azedarach,Chinaberry,"The Chinaberry tree is a deciduous tree known for its attractive foliage and clustered purple flowers, which produce yellow berries in the fall. It can grow up to 40 feet tall and is often found in urban areas.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/MIaXayGn26Kt5H9F3WriPg_view2_tree0_box1.jpg,30.71189896,76.80012759,0,0,Ailanthus altissima,Tree of Heaven,A fast-growing tree known for its large leaves and ability to thrive in urban environments.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/pDhZC1c7OBio90b8uiMCIA_view0_tree0_box0.jpg,30.71196574,76.79984597,0,0,Quercus leucotrichophora,Ban Oak,"A medium to large tree, commonly found in the northern regions of India. It has a broad crown and provides a dense shade, with lobed leaves that change color in autumn.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_dFZvEvzxXKYLb7FmbAMwQ_view0_tree0_box0.jpg,30.71196922,76.80000032,0,0,Azadirachta indica,Neem,"The Neem tree is a fast-growing tree native to the Indian subcontinent, known for its medicinal properties and evergreen foliage.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_dFZvEvzxXKYLb7FmbAMwQ_view0_tree0_box1.jpg,30.71196967,76.79998546,0,0,Dalbergia Sissoo,Shisham,"A deciduous tree known for its durable wood and beautiful foliage, commonly found in the Indian subcontinent.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/XMkFuBfGbZrBLMnFzUurFQ_view1_tree0_box0.jpg,30.71208086,76.79968912,0,0,Albizia lebbeck,Siris Tree,"A large deciduous tree known for its broad crown and feathery foliage, often found along roadsides.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/XMkFuBfGbZrBLMnFzUurFQ_view2_tree0_box0.jpg,30.71212038,76.79978155,0,0,Ficus carica,Common Fig,"A deciduous tree known for its lobed leaves and edible fruits, commonly found in urban areas.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/XMkFuBfGbZrBLMnFzUurFQ_view0_tree0_box0.jpg,30.71212853,76.79967327,0,0,Mangifera indica,Mango tree,"The mango tree is a tall evergreen that can reach heights of 30-40 meters. It has dense foliage and produces sweet, juicy mangoes.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/AqpM6YV8evnqERiCvI_chA_view1_tree0_box0.jpg,30.71224614,76.79954758,0,0,Mangifera indica,Mango Tree,"The mango tree is a large evergreen tree known for its sweet, juicy fruits. It features a dense canopy with dark green, lanceolate leaves.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/2x95sQko2uHO0iYjek0Ldw_view0_tree0_box0.jpg,30.7123362,76.79962123,0,0,Albizia lebbeck,Siris Tree,The Siris Tree is a medium-sized tree that is characterized by its fern-like leaves and has a wide canopy. It produces yellowish puffball flowers and is commonly found in urban areas.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/vm2yNxuK7TAqPQq8vqzh8Q_view0_tree0_box0.jpg,30.71233861,76.79946792,0,0,Mangifera indica,Mango Tree,"The Mango Tree is a large, tropical tree known for its sweet and juicy fruit. It has a dense, evergreen canopy and can grow up to 100 feet tall.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/MEp5WWE7sF_STLkpOhpzdA_view2_tree0_box0.jpg,30.71241849,76.79959401,0,0,Mangifera indica,Mango,"The mango tree is a large, evergreen tree known for its dense foliage and edible fruit. It is native to South Asia but widely cultivated in tropical and subtropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/MEp5WWE7sF_STLkpOhpzdA_view0_tree0_box0.jpg,30.7124202,76.79953705,0,0,Melia azedarach,Chinaberry,A medium to large deciduous tree known for its drooping clusters of purple flowers and yellow berries. It's commonly found in urban areas and can tolerate various soil types.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/npJSmnBfFDIxb2JnlO6hKg_view0_tree0_box0.jpg,30.71242033,76.7993803,0,0,Ailanthus altissima,Tree of Heaven,"A fast-growing tree known for its tall, straight trunk and feathery compound leaves, commonly found in urban areas.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/sShoPIyNV-ZV2y7yhymsDA_view1_tree0_box0.jpg,30.71246289,76.7993231,0,0,Ficus benghalensis,Banyan Tree,"A large tree known for its aerial roots and expansive canopy, often found in urban areas as a shade tree.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/zgfG4B6yv9E6v4-Gavu1tQ_view2_tree0_box0.jpg,30.71248569,76.79953668,0,0,Ficus carica,Fig Tree,A medium-sized tree known for its distinctive lobed leaves and edible fruit. Often grown for its fruit and aesthetic value.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_fqO1m46YlDRhH-jkNf9NQ_view1_tree0_box0.jpg,30.71252667,76.79925136,0,0,Ficus religiosa,Banyan tree,"A large, hardy tree known for its extensive aerial roots and broad, spreading canopy, often found in urban and tropical areas.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/_fqO1m46YlDRhH-jkNf9NQ_view0_tree0_box0.jpg,30.71256741,76.79923793,0,0,Ficus carica,Fig Tree,"A deciduous tree known for its broad, lobed leaves and edible fruits, often found in warm climates.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/LMpsijIAU5pik2OaJi9SVA_view0_tree0_box0.jpg,30.71262232,76.79932905,0,0,Albizia lebbeck,Siris Tree,"A medium to large deciduous tree known for its feathery leaves and fragrant yellow flowers, commonly found in tropical and subtropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/ZZKsUG8QnVT9f2s7GBLf6Q_view2_tree0_box0.jpg,30.71263615,76.79926695,0,0,Fraxinus americana,White Ash,"A large deciduous tree with a broad, rounded crown, known for its compound leaves and distinctive gray bark that becomes furrowed with age.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/IVyV1f8KlA_IyQ5iS0053w_view0_tree0_box0.jpg,30.71269876,76.79920516,0,0,Melia azedarach,Chinaberry Tree,"The Chinaberry Tree is a deciduous tree known for its attractive foliage, clusters of small yellow flowers, and round fruits. It is commonly found in urban areas and can grow up to 15-20 meters tall.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/TXpIt8yG14d4A32rTMTlIA_view2_tree0_box0.jpg,30.71276322,76.79926221,0,0,Pongamia pinnata,Karanja or Pongam,"A medium-sized tree often found near coastlines, known for its dense foliage and pinnate leaves. It produces clusters of fragrant flowers and is valued for its oil-rich seeds.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/TXpIt8yG14d4A32rTMTlIA_view2_tree0_box1.jpg,30.7127636,76.79924938,0,0,Ficus carica,Fig Tree,"A deciduous tree known for its broad leaves and sweet fruit, it thrives in warm climates and is often cultivated in gardens.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/ChAitL9VoXDINMCzeM_CjQ_view2_tree0_box1.jpg,30.71284137,76.79920494,0,0,Quercus leucotrichophora,Uttarakhand Oak,"A large deciduous tree native to the Indian subcontinent, known for its sturdy trunk and broad canopy.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/ChAitL9VoXDINMCzeM_CjQ_view2_tree0_box0.jpg,30.71284238,76.79917108,0,0,Mangifera indica,Mango,"A large, deciduous tree known for its broad, dense canopy and sweet, edible fruits.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/fL8eOltfoIj9cBkPtx02Og_view0_tree0_box0.jpg,30.71286713,76.7989401,0,0,Mangifera indica,Mango tree,"A tropical fruiting tree known for its sweet, juicy fruits, mango trees can grow quite large and have a dense canopy.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Oa86rqnb9hdBaO7czXL7xw_view1_tree0_box0.jpg,30.71290793,76.79888398,0,0,Alstonia scholaris,Devil's tree,"A tall tree with dark green, glossy leaves and a straight trunk, often found in urban landscapes and known for its medicinal properties.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Oa86rqnb9hdBaO7czXL7xw_view0_tree0_box0.jpg,30.71293611,76.79887033,0,0,Ficus carica,Common Fig,"A deciduous tree known for its broad, palmate leaves and edible fruit. Commonly found in warm climates, the Common Fig is appreciated for its ornamental appearance and fruit.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/MUtuCpwU8JYFbGR8GX144g_view0_tree0_box0.jpg,30.71300328,76.7988046,0,0,Ficus carica,Common Fig,"The Common Fig is a deciduous tree known for its wide, lobed leaves and sweet edible fruit. It typically thrives in warm climates and can grow large, often reaching heights of 10-15 feet.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/LvhZ7LfUHqb0G9s7H88nCw_view0_tree0_box0.jpg,30.71306336,76.7988927,0,0,Alstonia scholaris,Devil's tree,A tall evergreen tree known for its straight trunk and glossy leaves. It is often used as an ornamental tree and for shade.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/9t6MkCATE5nCkvbCPfAZXg_view2_tree0_box0.jpg,30.71321032,76.79880127,0,0,Delonix regia,Flamboyant Tree,A large tree known for its spectacular display of bright orange-red flowers and feathery green leaves.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/9t6MkCATE5nCkvbCPfAZXg_view0_tree0_box0.jpg,30.71321206,76.79874322,0,0,Pongamia pinnata,Karanj,"A medium-sized tree known for its lush foliage and bean-like pods, often used for afforestation and as an oil source.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/fTAcBMdNOBvK3kzxZLewFQ_view0_tree0_box0.jpg,30.71322256,76.79857576,0,0,Ficus benghalensis,Banyan Tree,The Banyan Tree is known for its expansive canopy and aerial roots that can develop into additional trunks. It is recognized for its broad leaves and is a significant tree in Indian culture.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/84iFqSUgw9MLHc2LpF-hZg_view2_tree0_box0.jpg,30.71328342,76.79872638,0,0,Dalbergia sissoo,Indian Rosewood or Shisham,"A fast-growing tree native to the Indian subcontinent, known for its valuable timber, which is used in furniture and flooring.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/H-e4yP8dMDUEXigvEYyo5w_view0_tree0_box0.jpg,30.71328684,76.79851101,0,0,Azadirachta indica,Neem,"A fast-growing tree native to the Indian subcontinent, known for its medicinal properties and evergreen leaves.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/qN8-vVJFcTEEP4R228862A_view0_tree0_box0.jpg,30.71343891,76.79835634,0,0,Pongamia pinnata,Karanja,"A medium-sized tree known for its broad canopy and fragrant flowers, often found in tropical and subtropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/wDEZe2pdhJ_L7r3sFJd5_w_view2_tree0_box0.jpg,30.71350657,76.79850389,0,0,Mangifera indica,Mango Tree,"A tropical fruiting tree known for its sweet and juicy mangoes; it has dense, dark green foliage and can grow quite large.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/wDEZe2pdhJ_L7r3sFJd5_w_view0_tree0_box0.jpg,30.71350934,76.79841167,0,0,Ailanthus altissima,Tree of Heaven,"A fast-growing tree known for its ability to thrive in urban environments, with large, pinnate leaves and a distinctive smell.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/3C-Tomz1R43sd3o5oTsGKg_view1_tree0_box0.jpg,30.71354378,76.79823945,0,0,Ficus benjamina,Weeping Fig,"A popular indoor and outdoor tree known for its glossy leaves and graceful appearance, often used in landscaping and streetscapes.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/n3OEAOPtv9Tgrw-HtqYYFQ_view2_tree0_box0.jpg,30.71357617,76.79847153,0,0,Dolichandrone falcifera,Thorny tree (or local variant),A large tree known for its broad canopy and golden-yellow trumpet-shaped flowers. Typically found in tropical regions and often used for shade.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/n3OEAOPtv9Tgrw-HtqYYFQ_view0_tree0_box0.jpg,30.71357939,76.79836409,0,0,Melia azedarach,Chinaberry or Persian Lilac,"A deciduous tree known for its attractive foliage and purple flowers, often planted as an ornamental. It produces small berry-like fruit.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/dbFzQhSS_NEfthvFG39PIA_view2_tree0_box0.jpg,30.71364843,76.79834768,0,0,Mangifera indica,Mango Tree,"Mango trees are large evergreen trees known for their dense, glossy green leaves and are prized for their sweet, juicy fruit.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/rqhqAqJcpC8qZkmSu8mcdg_view2_tree0_box0.jpg,30.71370228,76.79816744,0,0,Dalbergia sisu,Sheesham,"A fast-growing tree known for its durable timber and attractive foliage, often used for reforestation and in agricultural landscapes.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/ErAP_cjJWNqHuQ5IXZT2vA_view0_tree0_box0.jpg,30.71371175,76.79821469,0,0,Melia azedarach,Chinaberry,"Chinaberry is a deciduous tree native to warm subtropical and tropical regions. It features compound leaves and produces clusters of small, fragrant flowers followed by yellow berries.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Tu9N_nB3W5Bd8Ixrt27G3w_view1_tree0_box0.jpg,30.71384019,76.79785373,0,0,Dalbergia sissoo,Shisham,Shisham is a fast-growing tree known for its beautiful foliage and durable timber. It is often found in riverine forests and is commonly used in furniture making.,Chandigarh
https://treeinventory-images.s3.amazonaws.com/ELNr5j3w-pMnz3r0rst8YA_view2_tree0_box0.jpg,30.71384718,76.79816537,0,0,Mangifera indica,Mango Tree,"A tropical fruiting tree known for its large, sweet, and juicy fruits, mango trees can grow up to 100 feet tall and have dense, evergreen foliage.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/zg2IIrxtUiNHDZ81Nkjtcw_view0_tree0_box0.jpg,30.71385737,76.79792867,0,0,Dalbergia Sissoo,Indian Rosewood,"A fast-growing tree known for its durability and beautiful wood, commonly found in tropical and sub-tropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Tu9N_nB3W5Bd8Ixrt27G3w_view0_tree0_box0.jpg,30.71388119,76.79783053,0,0,Tamarindus indica,Tamarind,"A tropical tree known for its pod-like fruit, which has a sweet and tangy flavor.",Chandigarh
https://treeinventory-images.s3.amazonaws.com/0eUfDlPBqiqFkx0YstAsdQ_view2_tree0_box0.jpg,30.71393306,76.79807683,0,0,Mangifera indica,Mango Tree,"A tropical tree known for its delicious fruit, the mango tree has a dense canopy and can reach heights of up to 100 feet. Its broad, leathery leaves are typically dark green.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/MjOiSSDUsQITRuT0SZoV1A_view2_tree0_box0.jpg,30.71400061,76.79802656,0,0,Azadirachta indica,Neem,The Neem tree is a fast-growing evergreen tree known for its medicinal properties. It features pinnate leaves and can reach heights of 15 to 20 meters.,"28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/SG8qH4hwY9H3y2oRK1C7Cg_view0_tree0_box0.jpg,30.71407319,76.79773225,0,0,Sapindus mukorossi,Indian Soapberry,A medium to large-sized tree known for its round yellow fruits which contain soap-like saponins.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/SG8qH4hwY9H3y2oRK1C7Cg_view0_tree0_box1.jpg,30.71407319,76.7977322,0,0,Ficus religiosa,Banyan Tree,"A large, tree species known for its aerial roots and broad canopy, commonly found in urban areas in India.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/6uxosF1nyKMPi3v96lQ7ZA_view0_tree0_box0.jpg,30.7141454,76.79779799,0,0,Ziziphus jujuba,Chinese Jujube,"A deciduous tree known for its small, edible fruits, often found in warmer climates.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/oiV6NqKVIVs5I4Dx4ZaugQ_view0_tree0_box0.jpg,30.71421496,76.79759385,0,0,Ficus carica,Common Fig,"A deciduous tree known for its broad, lobed leaves and sweet fruits, often grown in warm climates.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/McjkXdmSxnJiG1xStPVpJA_view2_tree0_box0.jpg,30.71433926,76.79758306,0,0,Delonix regia,Royal Poinciana,"A stunning tree known for its large, vibrant red flowers and broad, spreading canopy, often found in tropical and subtropical regions.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/BBwnrNpjqIYg93rPyvrWJQ_view2_tree0_box0.jpg,30.71436166,76.79767359,0,0,Mangifera indica,Mango Tree,"The Mango Tree is a tropical fruiting tree known for its sweet, juicy fruits. It has a broad canopy, dark green leaves, and can grow quite large, making it a popular choice in residential areas.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/BBwnrNpjqIYg93rPyvrWJQ_view0_tree0_box1.jpg,30.71436418,76.79758983,0,0,Pongamia pinnata,Karanj,"A medium-sized tree known for its aromatic flowers and foliage, often found in tropical and subtropical regions. It is used for its medicinal properties and as a shade tree.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/BBwnrNpjqIYg93rPyvrWJQ_view0_tree0_box0.jpg,30.7143643,76.79758561,0,0,Moraceae,Mulberry,"A deciduous tree known for its broad leaves and fruit, which is often eaten by birds and other wildlife.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/IjD4p9LPqq5btaWET3ivYA_view1_tree0_box0.jpg,30.71439629,76.79739445,0,0,Delonix regia,Flame Tree,"A large, deciduous tree known for its striking red flowers and broad canopy, often planted in urban landscapes for shade.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/IjD4p9LPqq5btaWET3ivYA_view2_tree0_box0.jpg,30.71440888,76.79748311,0,0,Ficus religiosa,Peepal Tree,A large tree known for its heart-shaped leaves and significant cultural and religious importance in India.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/IjD4p9LPqq5btaWET3ivYA_view0_tree0_box1.jpg,30.71441697,76.79737551,0,0,Ficus carica,Fig Tree,"A deciduous tree known for its edible fruit, characterized by broad lobed leaves and a wide canopy.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/IjD4p9LPqq5btaWET3ivYA_view0_tree0_box0.jpg,30.71441706,76.79737434,0,0,Tamarindus indica,Tamarind,"The Tamarind tree is a tropical tree known for its pod-like fruit that is tangy and sweet, often used in cooking. It has a dense, leafy canopy and can grow quite large.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/FmEZfvLzQOTmF7cz7jjgJQ_view2_tree0_box0.jpg,30.71444177,76.79758073,0,0,Mangifera indica,Mango Tree,"A tropical tree known for its large, luscious fruit, the mango tree can grow up to 100 feet tall, featuring broad, evergreen leaves and a dense canopy.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Vt5JbJh-_y6xK2QCci2MfA_view2_tree0_box0.jpg,30.71454591,76.79733599,0,0,Mangifera indica,Mango tree,"A large, evergreen tropical tree known for its dense canopy and sweet, juicy fruit.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/Vt5JbJh-_y6xK2QCci2MfA_view0_tree0_box0.jpg,30.71455242,76.7972494,0,0,Moringa oleifera,Drumstick Tree,The Drumstick Tree is known for its nutrient-rich leaves and long pods. It typically grows as a small to medium-sized tree and is often found in subtropical and tropical regions.,"Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/NjiOH3hKLONC7OUbkq1tgg_view2_tree0_box0.jpg,30.71458718,76.79740237,0,0,Delonix regia,Royal Poinciana,"A large flowering tree known for its vibrant red-orange flowers, often seen in tropical and subtropical regions.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/jLoD9tKVyXhhJxy4-2RT5w_view0_tree0_box0.jpg,30.71462283,76.79715702,0,0,Ficus carica,Fig tree,"A medium-sized tree that is known for its large, lobed leaves and sweet edible fruit.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/fykW_TILuv4zBTP-IHbQPA_view2_tree0_box0.jpg,30.71473343,76.79725368,0,0,Aesculus indica,Indian Horse Chestnut,"A large deciduous tree known for its broad canopy and palmate leaves, which produces large, spiky seed capsules.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/SjnqtouwXEIxGlMwnzA12A_view0_tree0_box0.jpg,30.71481007,76.79708438,0,0,Ailanthus altissima,Tree of Heaven,A fast-growing tree known for its large pinnate leaves and ability to thrive in urban environments.,"28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/O5LtEc4JkJ8eJbThsl_Nvw_view2_tree0_box0.jpg,30.71487264,76.79712735,0,0,Delonix regia,Flamboyant Tree,"The Flamboyant Tree is known for its striking, bright red or orange flowers and large, fern-like leaves. It typically grows in tropical and subtropical climates, providing a lush canopy.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/O5LtEc4JkJ8eJbThsl_Nvw_view0_tree0_box0.jpg,30.7148743,76.79707204,0,0,Ficus carica,Fig Tree,"A deciduous tree with wide, lobed leaves and produces edible figs. It is commonly grown in warmer climates.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/q3BFoWZAqoofCDFWkchUUg_view1_tree0_box0.jpg,30.71488523,76.79688601,0,0,Platanus orientalis,Oriental Plane,"A large deciduous tree known for its broad leaves and distinctive bark, often found in urban settings for shade.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/vcdpt_wFeqNrxz67HuggNg_view0_tree0_box0.jpg,30.71494946,76.7969939,0,0,Aesculus indica,Indian Horse Chestnut,"A medium to large tree known for its palmate leaves and large spikes of flowers, commonly found in the northern regions of India.","28 Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/rIvS36yh_WC3RCMabYe4mw_view2_tree0_box0.jpg,30.71497297,76.79691407,0,0,Ficus religiosa,Sacred Fig,"A large deciduous tree, the Sacred Fig is known for its heart-shaped leaves and is often associated with spirituality in various cultures.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/rIvS36yh_WC3RCMabYe4mw_view0_tree0_box0.jpg,30.71498097,76.79680773,0,0,Aesculus indica,Indian Horse Chestnut,"A large tree known for its palmate leaves and showy flower clusters. Often found in parks and gardens, it provides good shade.","Udyog Path, Chandigarh"
https://treeinventory-images.s3.amazonaws.com/rIvS36yh_WC3RCMabYe4mw_view0_tree0_box1.jpg,30.71498104,76.79680688,0,0,Ailanthus altissima,Tree of Heaven,A fast-growing tree known for its distinctive pinnate leaves and unpleasant odor when crushed. Often found in urban areas.,"Udyog Path, Chandigarh"
